객체지향프로그래밍,3,3,True
고급미적분학1,3,5,True
고급미적분학3,2,3,False
기초수학,1,5,True
기초정수론,2,3,False
데이터구조및알고리즘1,1,3,False
미분방정식,4,3,False
미적분학1,5,5,True
미적분학2,2,5,True
선형대수,1,3,False
수학1,8,5,True
수학2,2,5,True
수학적모델링,2,3,False
수학적문제해결기법,2,3,False
수학특강,1,3,False
이산구조,1,3,False
정보과학1,9,2,True
정보과학3,1,3,False
창의수학,4,3,False
창의적문제해결기법,1,3,False
확률및통계,2,4,True
과학기술경영,4,2,True
기초물리학,1,3,False
기초물리학(EC),1,3,False
도시계획과환경,2,3,False
물리학및실험1,8,4,True
물리학및실험Ⅰ,1,5,False
물리학특강(기초역학),2,3,False
우주생물학,1,3,False
일반물리학1,1,4,True
일반물리학1(EC),2,4,True
일반물리학2(EC),1,4,True
일반물리학실험1,3,2,True
일반물리학실험2,1,2,True
일반지구과학,3,3,False
일반지구과학실험,3,2,True
일반천문학,2,3,False
일반천문학실험,2,2,True
지구과학특강(지질학),1,3,False
지구환경과학,1,3,False
천체관측의기초,1,3,False
탐구물리,2,3,True
현대물리학개론,1,3,False
감염과면역,1,3,False
기초뇌과학,1,3,False
나노화학의입문,2,3,False
법과학,1,2,True
생명과학탐구,1,3,True
생물학및실험1,8,4,True
생물학및실험Ⅰ,1,5,True
생물학세미나,1,1,False
생활속의화학,2,3,True
식물과환경,1,3,False
일반생물학1,1,4,True
일반생물학1(EC),2,4,True
일반생물학2,1,4,True
일반생물학실험,3,2,True
일반화학1,3,4,True
일반화학2,1,4,False
일반화학2(EC),1,4,True
일반화학실험1,3,2,True
일반화학실험2,1,2,True
화학과예술,1,3,False
화학및실험1,8,4,True
화학및실험Ⅰ,1,5,False
English Communication,6,3,False
과학의역사와철학,4,3,False
국어1,8,3,False
논리적글쓰기,7,3,False
단어와문장의세계,1,2,False
대중문화의이해,1,2,True
문학,4,3,False
문학과사회,2,3,False
문화경제지리,4,2,False
미술,4,2,False
생활미술,4,2,True
생활음악,2,2,True
세계사1,1,2,True
세계사의이해,4,3,False
스페인언어와문화1,4,2,False
영미문화의이해,4,3,False
영어1,8,3,False
영어독해와작문,4,3,False
영어청해와회화,5,3,False
음악,4,2,False
일본언어와문화1,2,2,False
정치와경제,4,3,False
중국언어와문화1,4,2,False
철학,1,2,True
철학산책,4,3,False
체육1,8,1,False
체육3,8,1,False
체육5,9,1,False
한국사1,1,2,False
한국사의이해1,8,2,False
한국어Ⅰ,1,4,True
한국어Ⅲ,1,4,True
한국어회화,1,3,False
